PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Hawkes, Nigel								Atlas aims to show possible environmental effects on UK health								BMJ-BRITISH MEDICAL JOURNAL				348						g2948	10.1136/bmj.g2948			APR 25 2014	2014										0							WOS:000335155400014		
J	Dombrowski, Lindsay Milligan								Additional language education and language development goals: the example of Gaelic (learners) education in Highland Council, Scotland								BRITISH EDUCATIONAL RESEARCH JOURNAL				40	2			261	279		10.1002/berj.3040			APR 2014	2014										1							WOS:000334255100004		
J	Garbuzov, Mihail; Ratnieks, Francis L. W.								Quantifying variation among garden plants in attractiveness to bees and other flower-visiting insects								FUNCTIONAL ECOLOGY				28	2			364	374		10.1111/1365-2435.12178			APR 2014	2014										38							WOS:000332777500008		
J	Matsui, Mie; Homae, Fumitaka; Tsuzuki, Daisuke; Watanabe, Hama; Katagiri, Masatoshi; Uda, Satoshi; Nakashima, Mitsuhiro; Dan, Ippeita; Taga, Gentaro								Referential framework for transcranial anatomical correspondence for fNIRS based on manually traced sulci and gyri of an infant brain								NEUROSCIENCE RESEARCH				80				55	68		10.1016/j.neures.2014.01.003			MAR 2014	2014										12							WOS:000337013000007		
J	Ellis, Sally								A History of Collaboration, a Future in Crowdsourcing: Positive Impacts of Cooperation on British Librarianship								LIBRI				64	1			1	10		10.1515/libri-2014-0001			MAR 2014	2014										7							WOS:000333469300001		
J	Selver, M. Alper								Segmentation of abdominal organs from CT using a multi-level, hierarchical neural network strategy								COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE				113	3			830	852		10.1016/j.cmpb.2013.12.008			MAR 2014	2014										6							WOS:000331726500011		
J	Patterson, Chris; Guariguata, Leonor; Dahlquist, Gisela; Soltesz, Gyula; Ogle, Graham; Silink, Martin		IDF Diabet Atlas						Diabetes in the young - a global view and worldwide estimates of numbers of children with type 1 diabetes								DIABETES RESEARCH AND CLINICAL PRACTICE				103	2			161	175		10.1016/j.diabres.2013.11.005			FEB 2014	2014										120							WOS:000333087200003		
J	Linnenkamp, U.; Guariguata, L.; Beagley, J.; Whiting, D. R.; Cho, N. H.								The IDF Diabetes Atlas methodology for estimating global prevalence of hyperglycaemia in pregnancy								DIABETES RESEARCH AND CLINICAL PRACTICE				103	2			186	196		10.1016/j.diabres.2013.11.004			FEB 2014	2014										15							WOS:000333087200005		
J	Gillet, Evy; Saerens, Bart; Martens, Guy; Cammu, Hendrik								Fetal and infant health outcomes among immigrant mothers in Flanders, Belgium								INTERNATIONAL JOURNAL OF GYNECOLOGY & OBSTETRICS				124	2			128	133		10.1016/j.ijgo.2013.07.031			FEB 2014	2014										4							WOS:000330496300008		
J	Pocock, Michael J. O.; Evans, Darren M.								The Success of the Horse-Chestnut Leaf-Miner, Cameraria ohridella, in the UK Revealed with Hypothesis-Led Citizen Science								PLOS ONE				9	1					e86226	10.1371/journal.pone.0086226			JAN 22 2014	2014										18							WOS:000330283100128		
J	Crowe, Olivia; Musgrove, Andy J.; O'Halloran, John								Generating population estimates for common and widespread breeding birds in Ireland								BIRD STUDY				61	1			82	90		10.1080/00063657.2013.868401			JAN 2 2014	2014										2							WOS:000330617600009		
J	Morrison, Catriona A.; Robinson, Robert A.; Leech, Dave I.; Dadam, Daria; Toms, Mike P.								Using citizen science to investigate the role of productivity in House Sparrow Passer domesticus population trends								BIRD STUDY				61	1			91	100		10.1080/00063657.2013.874975			JAN 2 2014	2014										3							WOS:000330617600010		
J	McDougall-Waters, Julie								British School Atlases, 1880-1930: Questions of Relevance, Credibility and Authorship in the Production of Geographical Knowledge								IMAGO MUNDI-THE INTERNATIONAL JOURNAL FOR THE HISTORY OF CARTOGRAPHY				66	1			82	U80		10.1080/03085694.2014.845954			JAN 2 2014	2014										1							WOS:000327514300005		
B	McDougall-Waters, Julie								The Survey Atlas of Scotland, Designed and Prepared under the Direction of J. G. Bartholomew. Centenary Limited Edition								IMAGO MUNDI-THE INTERNATIONAL JOURNAL FOR THE HISTORY OF CARTOGRAPHY				66	1			127	128		10.1080/03085694.2014.845990			JAN 2 2014	2014										0							WOS:000327514300025		
J	Bentham, Michelle; Mallows, Tom; Lowndes, Jonathan; Green, Andrew								CO2 STORage Evaluation Database (CO2 Stored). The UK's online storage atlas.								Energy Procedia				63				5103	5113		10.1016/j.egypro.2014.11.540			2014	2014						12th International Conference on Greenhouse Gas Control Technologies (GHGT)	OCT 05-09, 2014		Austin, TX	13							WOS:000361211505028		
J	Shogenova, Alla; Piessens, Kris; Holloway, Sam; Bentham, Michelle; Martinez, Roberto; Flornes, Kristin M.; Poulsen, Niels E.; Wojcicki, Adam; Sliaupa, Saulius; Kucharic, Ludovit; Dudu, Alexandra; Persoglia, Sergio; Hladik, Vit; Saftic, Bruno; Kvassnes, Astri; Shogenov, Kazbulat; Ivask, Jueri; Suarez, Isabel; Sava, Constantin; Anghel, Sorin; Chikkatur, Ananth								Implementation of the EU CCS Directive in Europe: results and development in 2013								Energy Procedia				63				6662	6670		10.1016/j.egypro.2014.11.700			2014	2014						12th International Conference on Greenhouse Gas Control Technologies (GHGT)	OCT 05-09, 2014		Austin, TX	2							WOS:000361211506082		
J	Dafis, Lyn Lewis; Hughes, Lorna M.; James, Rhian								What's Welsh for 'Crowdsourcing'? Citizen Science and Community Engagement at the National Library of Wales								Digital Research in the Arts and Humanities								139	159					2014	2014										0							WOS:000353047600008		
J	Benson, Roger B. J.; Bowdler, Timothy								ANATOMY OF COLYMBOSAURUS MEGADEIRUS (REPTILIA, PLESIOSAURIA) FROM THE KIMMERIDGE CLAY FORMATION OF THE UK, AND HIGH DIVERSITY AMONG LATE JURASSIC PLESIOSAUROIDS								JOURNAL OF VERTEBRATE PALEONTOLOGY				34	5			1053	1071		10.1080/02724634.2014.850087			2014	2014										5							WOS:000342063400006		
J	Pantidi, Nadia; Moran, Stuart; Bachour, Khaled; Rodden, Tom; Zilli, Davide; Merrett, Geoff; Rogers, Alex			IEEE					Field Testing a Rare Species Bioacoustic Smartphone Application: Challenges and Future Considerations								International Conference on Pervasive Computing and Communications								376	381					2014	2014						12th IEEE International Conference on Pervasive Computing and Communication (PERCOM)	MAR 24-28, 2014	IEEE; IBM Res; IEEE Comp Soc; Univ Texas Arlington; Budapest Univ Technol & Econ; Sci Assoc Infocommunicat Hungary	Budapest, HUNGARY	0							WOS:000341402900079		
J	Musilova, Zuzana; Musil, Petr; Zouhar, Jan; Bejcek, Vladimir; Stastny, Karel; Hudec, Karel								Numbers of wintering waterbirds in the Czech Republic: long-term and spatial-scale approaches to assess population size								BIRD STUDY				61	3			321	331		10.1080/00063657.2014.919573			2014	2014										3							WOS:000340377200004		
J	Winfield, Ian J.								Biological conservation of aquatic inland habitats: these are better days								JOURNAL OF LIMNOLOGY				73				120	131		10.4081/jlimnol.2014.795			2014	2014										4							WOS:000338929200010		
J	Goldstein, Emily A.; Lawton, Colin; Sheehy, Emma; Butler, Fidelma								Locating species range frontiers: a cost and efficiency comparison of citizen science and hair-tube survey methods for use in tracking an invasive squirrel								WILDLIFE RESEARCH				41	1			64	75		10.1071/WR13197			2014	2014										14							WOS:000337100000006		
J	Brooksbank, Catherine; Bergman, Mary Todd; Apweiler, Rolf; Birney, Ewan; Thornton, Janet								The European Bioinformatics Institute's data resources 2014								NUCLEIC ACIDS RESEARCH				42	D1			D18	D25		10.1093/nar/gkt1206			JAN 2014	2014										33							WOS:000331139800003		
J	Furnham, Nicholas; Holliday, Gemma L.; de Beer, Tjaart A. P.; Jacobsen, Julius O. B.; Pearson, William R.; Thornton, Janet M.								The Catalytic Site Atlas 2.0: cataloging catalytic sites and residues identified in enzymes								NUCLEIC ACIDS RESEARCH				42	D1			D485	D489		10.1093/nar/gkt1243			JAN 2014	2014										69							WOS:000331139800072		
J	Foster, E.; Hawkins, A.; Simpson, E.; Adamson, A. J.								Developing an interactive portion size assessment system (IPSAS) for use with children								JOURNAL OF HUMAN NUTRITION AND DIETETICS				27				18	25		10.1111/jhn.12127			JAN 2014	2014										11							WOS:000331131400004		
J	Schang, Laura; Morton, Alec; DaSilva, Philip; Bevan, Gwyn								From data to decisions? Exploring how healthcare payers respond to the NHS Atlas of Variation in Healthcare in England								HEALTH POLICY				114	1			79	87		10.1016/j.healthpol.2013.04.014			JAN 2014	2014										5							WOS:000329770100010		
J	Dabrowski, Tomasz; Lyons, Kieran; Berry, Alan; Cusack, Caroline; Nolan, Glenn D.								An operational biogeochemical model of the North-East Atlantic: Model description and skill assessment								JOURNAL OF MARINE SYSTEMS				129				350	367		10.1016/j.jmarsys.2013.08.001			JAN 2014	2014										10							WOS:000329881600032		
